PRODUCT_TYPE,YEAR_MONTH,PREDICTED_YIELD_RATE
Toyota,2025-08,0.7467327179344991
Toyota,2025-09,0.7467041954205555
Toyota,2025-10,0.746675672906612
Toyota,2025-11,0.7466471503926684
Vauxhall,2024-12,0.8544077826211947
Vauxhall,2025-01,0.8194710462032297
Vauxhall,2025-02,0.823663231089224
Vauxhall,2025-03,0.8278554159752147
Vauxhall,2025-04,0.832047600861209
Vauxhall,2025-05,0.8362397857471997
Vauxhall,2025-06,0.840431970633194
Vauxhall,2025-07,0.8446241555191882
Vauxhall,2025-08,0.848816340405179
Vauxhall,2025-09,0.8530085252911732
Vauxhall,2025-10,0.8572007101771639
Vauxhall,2025-11,0.8613928950631582
Volkswagen,2024-12,0.8139196394649169
Volkswagen,2025-01,0.8853605551137491
Volkswagen,2025-02,0.8797930784522379
Volkswagen,2025-03,0.8742256017907266
Volkswagen,2025-04,0.8686581251292154
Volkswagen,2025-05,0.8630906484677041
Volkswagen,2025-06,0.8575231718061929
Volkswagen,2025-07,0.8519556951446781
Volkswagen,2025-08,0.8463882184831668
Volkswagen,2025-09,0.8408207418216556
Volkswagen,2025-10,0.8352532651601443
Volkswagen,2025-11,0.8296857884986331
Volvo,2024-12,0.8089220142248852
Volvo,2025-01,0.7456090856710951
Volvo,2025-02,0.7518273253174979
Volvo,2025-03,0.7580455649638989
Volvo,2025-04,0.7642638046103016
Volvo,2025-05,0.7704820442567044
Volvo,2025-06,0.7767002839031072
Volvo,2025-07,0.78291852354951
Volvo,2025-08,0.7891367631959127
Volvo,2025-09,0.7953550028423155
Volvo,2025-10,0.8015732424887183
Volvo,2025-11,0.8077914821351193
